Movement,Count,Month,Year
Populism,4,11,2012
Populism,10,12,2012
Populism,5,1,2013
Populism,3,2,2013
Populism,7,3,2013
Populism,4,4,2013
Populism,6,5,2013
Populism,1,6,2013
Populism,6,7,2013
Populism,7,8,2013
Populism,5,9,2013
Populism,10,10,2013
Populism,11,11,2013
Populism,10,12,2013
Populism,10,1,2014
Populism,2,2,2014
Populism,3,3,2014
Populism,2,4,2014
Populism,10,5,2014
Populism,13,6,2014
Populism,9,7,2014
Populism,6,8,2014
Populism,1,9,2014
Populism,11,10,2014
Populism,9,11,2014
Populism,4,12,2014
Populism,3,1,2015
Populism,8,2,2015
Populism,6,3,2015
Populism,4,4,2015
Populism,3,5,2015
Populism,10,6,2015
Populism,4,7,2015
Populism,7,8,2015
Populism,6,9,2015
Populism,3,10,2015
Populism,1,11,2015
Populism,5,12,2015
Populism,6,1,2016
Populism,12,2,2016
Populism,14,3,2016
Populism,4,4,2016
Populism,4,5,2016
Populism,17,6,2016
Populism,11,7,2016
Populism,4,8,2016
Populism,5,9,2016
Populism,14,10,2016
Populism,21,11,2016
Populism,17,12,2016
Populism,21,1,2017
Populism,14,2,2017
Populism,27,3,2017
Populism,29,4,2017
Populism,17,5,2017
Populism,10,6,2017
Populism,4,7,2017
Populism,6,8,2017
Populism,14,9,2017
Populism,9,10,2017
Populism,13,11,2017
Populism,11,12,2017
Populism,8,1,2018
Populism,5,2,2018
Populism,12,3,2018
Populism,6,4,2018
Populism,21,5,2018
Populism,24,6,2018
Populism,16,7,2018
Populism,11,8,2018
Populism,7,9,2018
Populism,15,10,2018
Populism,17,11,2018
Populism,11,12,2018
Populism,14,1,2019
Populism,6,2,2019
Populism,13,3,2019
Populism,10,4,2019
Populism,24,5,2019
Populism,12,6,2019
Populism,14,7,2019
Populism,12,8,2019
Populism,11,9,2019
Populism,8,10,2019
Populism,11,11,2019
Populism,3,12,2019
Populism,10,1,2020
Populism,3,2,2020
Populism,4,3,2020
Populism,1,4,2020
Populism,5,5,2020
Populism,1,6,2020
Populism,7,7,2020
Populism,6,8,2020
Populism,5,9,2020
Populism,6,10,2020
Populism,4,11,2020
Populism,5,12,2020
Progressivism,18,1,2010
Progressivism,8,2,2010
Progressivism,6,3,2010
Progressivism,8,4,2010
Progressivism,7,5,2010
Progressivism,8,6,2010
Progressivism,12,7,2010
Progressivism,4,8,2010
Progressivism,15,9,2010
Progressivism,17,10,2010
Progressivism,13,11,2010
Progressivism,10,12,2010
Progressivism,4,1,2011
Progressivism,5,2,2011
Progressivism,7,3,2011
Progressivism,11,4,2011
Progressivism,6,5,2011
Progressivism,5,6,2011
Progressivism,15,7,2011
Progressivism,5,8,2011
Progressivism,7,9,2011
Progressivism,10,10,2011
Progressivism,13,11,2011
Progressivism,11,12,2011
Progressivism,11,1,2012
Progressivism,5,2,2012
Progressivism,8,3,2012
Progressivism,7,4,2012
Progressivism,7,5,2012
Progressivism,15,6,2012
Progressivism,3,7,2012
Progressivism,6,8,2012
Progressivism,3,9,2012
Progressivism,10,10,2012
Progressivism,9,11,2012
Progressivism,9,12,2012
Progressivism,17,1,2013
Progressivism,5,2,2013
Progressivism,11,3,2013
Progressivism,9,4,2013
Progressivism,5,5,2013
Progressivism,8,6,2013
Progressivism,14,7,2013
Progressivism,9,8,2013
Progressivism,5,9,2013
Progressivism,7,10,2013
Progressivism,15,11,2013
Progressivism,10,12,2013
Progressivism,16,1,2014
Progressivism,10,2,2014
Progressivism,9,3,2014
Progressivism,11,4,2014
Progressivism,10,5,2014
Progressivism,8,6,2014
Progressivism,7,7,2014
Progressivism,3,8,2014
Progressivism,6,9,2014
Progressivism,6,10,2014
Progressivism,7,11,2014
Progressivism,12,12,2014
Progressivism,11,1,2015
Progressivism,8,2,2015
Progressivism,12,3,2015
Progressivism,11,4,2015
Progressivism,16,5,2015
Progressivism,3,6,2015
Progressivism,6,7,2015
Progressivism,5,8,2015
Progressivism,6,9,2015
Progressivism,8,10,2015
Progressivism,11,11,2015
Progressivism,2,12,2015
Progressivism,15,1,2016
Progressivism,16,2,2016
Progressivism,12,3,2016
Progressivism,12,4,2016
Progressivism,10,5,2016
Progressivism,10,6,2016
Progressivism,12,7,2016
Progressivism,3,8,2016
Progressivism,3,9,2016
Progressivism,14,10,2016
Progressivism,8,11,2016
Progressivism,10,12,2016
Progressivism,9,1,2017
Progressivism,12,2,2017
Progressivism,4,3,2017
Progressivism,11,4,2017
Progressivism,18,5,2017
Progressivism,16,6,2017
Progressivism,9,7,2017
Progressivism,13,8,2017
Progressivism,9,9,2017
Progressivism,14,10,2017
Progressivism,6,11,2017
Progressivism,15,12,2017
Progressivism,14,1,2018
Progressivism,7,2,2018
Progressivism,17,3,2018
Progressivism,13,4,2018
Progressivism,20,5,2018
Progressivism,15,6,2018
Progressivism,19,7,2018
Progressivism,22,8,2018
Progressivism,28,9,2018
Progressivism,19,10,2018
Progressivism,14,11,2018
Progressivism,10,12,2018
Progressivism,17,1,2019
Progressivism,20,2,2019
Progressivism,28,3,2019
Progressivism,16,4,2019
Progressivism,21,5,2019
Progressivism,25,6,2019
Progressivism,37,7,2019
Progressivism,22,8,2019
Progressivism,18,9,2019
Progressivism,10,10,2019
Progressivism,18,11,2019
Progressivism,14,12,2019
Progressivism,21,1,2020
Progressivism,19,2,2020
Progressivism,20,3,2020
Progressivism,20,4,2020
Progressivism,6,5,2020
Progressivism,16,6,2020
Progressivism,19,7,2020
Progressivism,37,8,2020
Progressivism,22,9,2020
Progressivism,13,10,2020
Progressivism,41,11,2020
Progressivism,8,12,2020
QAnon,0,1,2010
QAnon,0,2,2010
QAnon,0,3,2010
QAnon,0,4,2010
QAnon,0,5,2010
QAnon,0,6,2010
QAnon,0,7,2010
QAnon,0,8,2010
QAnon,0,9,2010
QAnon,0,10,2010
QAnon,0,11,2010
QAnon,0,12,2010
QAnon,0,1,2011
QAnon,0,2,2011
QAnon,0,3,2011
QAnon,0,4,2011
QAnon,0,5,2011
QAnon,0,6,2011
QAnon,0,7,2011
QAnon,0,8,2011
QAnon,0,9,2011
QAnon,0,10,2011
QAnon,0,11,2011
QAnon,0,12,2011
QAnon,0,1,2012
QAnon,0,2,2012
QAnon,0,3,2012
QAnon,0,4,2012
QAnon,0,5,2012
QAnon,0,6,2012
QAnon,0,7,2012
QAnon,0,8,2012
QAnon,0,9,2012
QAnon,0,10,2012
QAnon,0,11,2012
QAnon,0,12,2012
QAnon,0,1,2013
QAnon,0,2,2013
QAnon,0,3,2013
QAnon,0,4,2013
QAnon,0,5,2013
QAnon,0,6,2013
QAnon,0,7,2013
QAnon,0,8,2013
QAnon,0,9,2013
QAnon,0,10,2013
QAnon,0,11,2013
QAnon,0,12,2013
QAnon,0,1,2014
QAnon,0,2,2014
QAnon,0,3,2014
QAnon,0,4,2014
QAnon,0,5,2014
QAnon,0,6,2014
QAnon,0,7,2014
QAnon,0,8,2014
QAnon,0,9,2014
QAnon,0,10,2014
QAnon,0,11,2014
QAnon,0,12,2014
QAnon,0,1,2015
QAnon,0,2,2015
QAnon,0,3,2015
QAnon,0,4,2015
QAnon,0,5,2015
QAnon,0,6,2015
QAnon,0,7,2015
QAnon,0,8,2015
QAnon,0,9,2015
QAnon,0,10,2015
QAnon,0,11,2015
QAnon,0,12,2015
QAnon,0,1,2016
QAnon,0,2,2016
QAnon,0,3,2016
QAnon,0,4,2016
QAnon,0,5,2016
QAnon,0,6,2016
QAnon,0,7,2016
QAnon,0,8,2016
QAnon,0,9,2016
QAnon,0,10,2016
QAnon,0,11,2016
QAnon,0,12,2016
QAnon,0,1,2017
QAnon,0,2,2017
QAnon,0,3,2017
QAnon,0,4,2017
QAnon,0,5,2017
QAnon,0,6,2017
QAnon,0,7,2017
QAnon,0,8,2017
QAnon,0,9,2017
QAnon,0,10,2017
QAnon,0,11,2017
QAnon,0,12,2017
QAnon,0,1,2018
QAnon,0,2,2018
QAnon,0,3,2018
QAnon,1,4,2018
QAnon,0,5,2018
QAnon,0,6,2018
QAnon,0,7,2018
QAnon,0,8,2018
QAnon,1,9,2018
QAnon,0,10,2018
QAnon,0,11,2018
QAnon,0,12,2018
QAnon,0,1,2019
QAnon,0,2,2019
QAnon,0,3,2019
QAnon,0,4,2019
QAnon,0,5,2019
QAnon,0,6,2019
QAnon,1,7,2019
QAnon,0,8,2019
QAnon,0,9,2019
QAnon,0,10,2019
QAnon,0,11,2019
QAnon,0,12,2019
QAnon,0,1,2020
QAnon,1,2,2020
QAnon,0,3,2020
QAnon,0,4,2020
QAnon,2,5,2020
QAnon,3,6,2020
QAnon,3,7,2020
QAnon,17,8,2020
QAnon,10,9,2020
QAnon,21,10,2020
QAnon,7,11,2020
QAnon,1,12,2020
Socialism,2,1,2010
Socialism,4,2,2010
Socialism,9,3,2010
Socialism,7,4,2010
Socialism,6,5,2010
Socialism,5,6,2010
Socialism,2,7,2010
Socialism,6,8,2010
Socialism,9,9,2010
Socialism,4,10,2010
Socialism,2,11,2010
Socialism,4,12,2010
Socialism,2,1,2011
Socialism,2,2,2011
Socialism,4,3,2011
Socialism,6,4,2011
Socialism,13,5,2011
Socialism,8,6,2011
Socialism,7,7,2011
Socialism,3,8,2011
Socialism,6,9,2011
Socialism,8,10,2011
Socialism,8,11,2011
Socialism,3,12,2011
Socialism,8,1,2012
Socialism,4,2,2012
Socialism,10,3,2012
Socialism,16,4,2012
Socialism,26,5,2012
Socialism,12,6,2012
Socialism,5,7,2012
Socialism,8,8,2012
Socialism,8,9,2012
Socialism,11,10,2012
Socialism,11,11,2012
Socialism,12,12,2012
Socialism,4,1,2013
Socialism,8,2,2013
Socialism,8,3,2013
Socialism,5,4,2013
Socialism,5,5,2013
Socialism,6,6,2013
Socialism,2,7,2013
Socialism,6,8,2013
Socialism,4,9,2013
Socialism,5,10,2013
Socialism,4,11,2013
Socialism,6,12,2013
Socialism,4,1,2014
Socialism,4,2,2014
Socialism,9,3,2014
Socialism,3,4,2014
Socialism,3,5,2014
Socialism,4,6,2014
Socialism,4,7,2014
Socialism,4,8,2014
Socialism,8,9,2014
Socialism,4,10,2014
Socialism,4,11,2014
Socialism,10,12,2014
Socialism,3,1,2015
Socialism,6,2,2015
Socialism,7,3,2015
Socialism,4,4,2015
Socialism,6,5,2015
Socialism,2,6,2015
Socialism,7,7,2015
Socialism,3,8,2015
Socialism,8,9,2015
Socialism,10,10,2015
Socialism,6,11,2015
Socialism,12,12,2015
Socialism,11,1,2016
Socialism,9,2,2016
Socialism,6,3,2016
Socialism,9,4,2016
Socialism,6,5,2016
Socialism,7,6,2016
Socialism,4,7,2016
Socialism,3,8,2016
Socialism,7,9,2016
Socialism,6,10,2016
Socialism,3,11,2016
Socialism,2,12,2016
Socialism,5,1,2017
Socialism,2,2,2017
Socialism,0,3,2017
Socialism,3,4,2017
Socialism,3,5,2017
Socialism,3,6,2017
Socialism,6,7,2017
Socialism,1,8,2017
Socialism,2,9,2017
Socialism,0,10,2017
Socialism,1,11,2017
Socialism,2,12,2017
Socialism,4,1,2018
Socialism,2,2,2018
Socialism,1,3,2018
Socialism,3,4,2018
Socialism,5,5,2018
Socialism,5,6,2018
Socialism,9,7,2018
Socialism,9,8,2018
Socialism,6,9,2018
Socialism,5,10,2018
Socialism,4,11,2018
Socialism,3,12,2018
Socialism,3,1,2019
Socialism,14,2,2019
Socialism,8,3,2019
Socialism,11,4,2019
Socialism,8,5,2019
Socialism,5,6,2019
Socialism,9,7,2019
Socialism,3,8,2019
Socialism,5,9,2019
Socialism,8,10,2019
Socialism,6,11,2019
Socialism,3,12,2019
Socialism,5,1,2020
Socialism,17,2,2020
Socialism,11,3,2020
Socialism,6,4,2020
Socialism,4,5,2020
Socialism,4,6,2020
Socialism,4,7,2020
Socialism,10,8,2020
Socialism,3,9,2020
Socialism,9,10,2020
Socialism,3,11,2020
Socialism,1,12,2020
